epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,2937.81,1.44757,0.64684,0.89293,0.68034,0.64045,0.62559,0.33289,1.43306,0.67756,0.92997,0.000495291,0.000495291,0.000495291
68,2981.54,1.44524,0.65171,0.89105,0.69225,0.65294,0.6467,0.34919,1.40066,0.67192,0.92417,0.000481144,0.000481144,0.000481144
69,3025.83,1.47468,0.6559,0.89177,0.71108,0.64241,0.64541,0.34894,1.39352,0.65858,0.92494,0.000466997,0.000466997,0.000466997
70,3069.37,1.44192,0.6473,0.88404,0.69766,0.64985,0.64386,0.34512,1.4003,0.6535,0.92313,0.00045285,0.00045285,0.00045285
71,3112.49,1.4536,0.65149,0.88926,0.70286,0.65838,0.64803,0.35228,1.40142,0.65329,0.92452,0.000438703,0.000438703,0.000438703
72,3156.13,1.44231,0.6438,0.88823,0.67097,0.64927,0.64077,0.34701,1.39989,0.65958,0.92163,0.000424556,0.000424556,0.000424556
73,3199.75,1.4535,0.64998,0.88692,0.66923,0.66412,0.64172,0.34333,1.43347,0.67596,0.93216,0.000410409,0.000410409,0.000410409
74,3242.99,1.43608,0.63364,0.89078,0.69574,0.6569,0.64577,0.34791,1.39476,0.65917,0.92131,0.000396262,0.000396262,0.000396262
75,3286.76,1.45795,0.64909,0.88588,0.69752,0.66042,0.65478,0.35435,1.39153,0.65458,0.92269,0.000382115,0.000382115,0.000382115
76,3329.92,1.40791,0.63051,0.88693,0.69817,0.6698,0.65131,0.35251,1.40727,0.65543,0.92841,0.000367967,0.000367967,0.000367967
77,3373.68,1.47212,0.64851,0.87942,0.70928,0.65752,0.65752,0.35341,1.39075,0.65404,0.92495,0.00035382,0.00035382,0.00035382
78,3417.62,1.42578,0.62814,0.87972,0.70826,0.65996,0.65865,0.35602,1.39599,0.64895,0.92514,0.000339673,0.000339673,0.000339673
79,3461.76,1.42453,0.62536,0.87451,0.71433,0.65575,0.6611,0.35129,1.39533,0.64856,0.92697,0.000325526,0.000325526,0.000325526
80,3505.49,1.41499,0.62203,0.88405,0.69183,0.65509,0.65265,0.34839,1.41303,0.64933,0.92936,0.000311379,0.000311379,0.000311379
81,3549.18,1.41687,0.6233,0.88241,0.70156,0.64509,0.64638,0.35197,1.3868,0.64188,0.92314,0.000297232,0.000297232,0.000297232
82,3592.63,1.40194,0.61726,0.88041,0.71029,0.65465,0.6547,0.35171,1.38154,0.63786,0.92203,0.000283085,0.000283085,0.000283085
83,3636.29,1.40295,0.6201,0.87805,0.717,0.65455,0.66284,0.35711,1.37385,0.63949,0.91831,0.000268938,0.000268938,0.000268938
84,3680.01,1.36876,0.59342,0.88058,0.71747,0.66117,0.66014,0.35611,1.38425,0.64764,0.92096,0.000254791,0.000254791,0.000254791
85,3723.39,1.37935,0.60099,0.87621,0.70719,0.65612,0.66034,0.35752,1.38005,0.63587,0.92309,0.000240644,0.000240644,0.000240644
86,3767.71,1.41626,0.60997,0.8752,0.70561,0.67074,0.665,0.35989,1.37632,0.63715,0.92071,0.000226497,0.000226497,0.000226497
87,3812.07,1.43461,0.62161,0.87201,0.69696,0.66563,0.65859,0.36055,1.37052,0.63541,0.92192,0.000212349,0.000212349,0.000212349
88,3856.34,1.39743,0.60771,0.87316,0.72044,0.65992,0.66409,0.35986,1.37188,0.63353,0.91998,0.000198202,0.000198202,0.000198202
89,3899.63,1.36011,0.59457,0.87289,0.71494,0.65656,0.66203,0.35986,1.37444,0.64199,0.91801,0.000184055,0.000184055,0.000184055
90,3943.19,1.41562,0.61325,0.8767,0.72682,0.65251,0.66294,0.36096,1.38003,0.6362,0.92069,0.000169908,0.000169908,0.000169908
91,3987.32,1.385,0.60983,0.88391,0.69683,0.65342,0.65275,0.35524,1.38216,0.64285,0.9179,0.000155761,0.000155761,0.000155761
92,4030.26,1.35496,0.58627,0.877,0.69986,0.66225,0.65716,0.3574,1.37527,0.63553,0.91679,0.000141614,0.000141614,0.000141614
93,4073.36,1.34474,0.57541,0.87668,0.71278,0.66486,0.66356,0.35843,1.38164,0.63067,0.91883,0.000127467,0.000127467,0.000127467
94,4116.41,1.34984,0.5806,0.87641,0.72576,0.64597,0.65784,0.35924,1.37496,0.63813,0.91988,0.00011332,0.00011332,0.00011332
95,4159.15,1.35655,0.5829,0.87245,0.71907,0.65635,0.65834,0.35891,1.37336,0.63171,0.91755,9.91726e-05,9.91726e-05,9.91726e-05
96,4201.71,1.33849,0.57104,0.8797,0.71746,0.66346,0.66223,0.35958,1.37935,0.63097,0.91888,8.50255e-05,8.50255e-05,8.50255e-05
97,4244.86,1.33766,0.5747,0.88005,0.7315,0.65918,0.66425,0.36101,1.36654,0.62719,0.91486,7.08784e-05,7.08784e-05,7.08784e-05
98,4288.03,1.31787,0.5658,0.87945,0.71016,0.66708,0.66334,0.35959,1.37878,0.62914,0.91959,5.67313e-05,5.67313e-05,5.67313e-05
99,4331.16,1.32596,0.56812,0.8729,0.71098,0.67076,0.66369,0.36324,1.37,0.62476,0.91787,4.25842e-05,4.25842e-05,4.25842e-05
100,4374.44,1.32355,0.56101,0.87267,0.70896,0.67117,0.66477,0.36226,1.36958,0.62751,0.91797,2.84371e-05,2.84371e-05,2.84371e-05
